source_token,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
MEASUREMENT_CATEGORICAL//17029//81,OMOP//OMOP_CONCEPT//317576,,True,,OMOP_CONCEPT,317576,,Coronary arteriosclerosis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17029//91,OMOP//OMOP_CONCEPT//312723,,True,,OMOP_CONCEPT,312723,,Congenital heart disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17029//98,OMOP//OMOP_CONCEPT//4153380,,True,,OMOP_CONCEPT,4153380,,Disorder of carotid artery,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17030//45,OMOP//OMOP_CONCEPT//195856,,True,,OMOP_CONCEPT,195856,,Cholangitis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17030//66,OMOP//OMOP_CONCEPT//4020329,,True,,OMOP_CONCEPT,4020329,,Pancreaticoduodenectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17031//36,OMOP//OMOP_CONCEPT//197230,,True,,OMOP_CONCEPT,197230,,Malignant neoplasm of uterus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17034//12,OMOP//OMOP_CONCEPT//37110585,,True,,OMOP_CONCEPT,37110585,,Complication due to and following cosmetic surgery,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17034//13,OMOP//OMOP_CONCEPT//4346395,,True,,OMOP_CONCEPT,4346395,,Operation on fracture,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17035//46,OMOP//OMOP_CONCEPT//4003037,,True,,OMOP_CONCEPT,4003037,,Creation of cerebrospinal fluid shunt,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17036//21,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17036//24,OMOP//OMOP_CONCEPT//4301351,,True,,OMOP_CONCEPT,4301351,,Surgical procedure,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17036//37,OMOP//OMOP_CONCEPT//4073393,,True,,OMOP_CONCEPT,4073393,,Opening of chest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17038//51,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17038//59,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17038//60,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17038//62,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//129,OMOP//OMOP_CONCEPT//440385,,True,,OMOP_CONCEPT,440385,,Obstructive hydrocephalus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//17,OMOP//OMOP_CONCEPT//4161701,,True,,OMOP_CONCEPT,4161701,,Pericardial effusion,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//173,OMOP//OMOP_CONCEPT//4323781,,True,,OMOP_CONCEPT,4323781,,Disorder related to bone marrow transplantation,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//187,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//189,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//214,OMOP//OMOP_CONCEPT//4096313,,True,,OMOP_CONCEPT,4096313,,Multiple injuries,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//256,OMOP//OMOP_CONCEPT//193782,,True,,OMOP_CONCEPT,193782,,End-stage renal disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//312,OMOP//OMOP_CONCEPT//196152,,True,,OMOP_CONCEPT,196152,,Peritonitis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//355,OMOP//OMOP_CONCEPT//4118634,,True,,OMOP_CONCEPT,4118634,,Grafting to skin,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//36,OMOP//OMOP_CONCEPT//132797,,True,,OMOP_CONCEPT,132797,,Sepsis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//410,OMOP//OMOP_CONCEPT//4076862,,True,,OMOP_CONCEPT,4076862,,Transplantation of liver,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18671//422,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//453,OMOP//OMOP_CONCEPT//441202,,True,,OMOP_CONCEPT,441202,,Anaphylaxis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//455,OMOP//OMOP_CONCEPT//40479758,,True,,OMOP_CONCEPT,40479758,,Pseudoaneurysm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//467,OMOP//OMOP_CONCEPT//4300243,,True,,OMOP_CONCEPT,4300243,,Postoperative complication,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//469,OMOP//OMOP_CONCEPT//4161701,,True,,OMOP_CONCEPT,4161701,,Pericardial effusion,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//479,OMOP//OMOP_CONCEPT//4124686,,True,,OMOP_CONCEPT,4124686,,Silent myocardial infarction,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//481,OMOP//OMOP_CONCEPT//4141491,,True,,OMOP_CONCEPT,4141491,,Mitral papillary muscle rupture,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//510,OMOP//OMOP_CONCEPT//4266809,,True,,OMOP_CONCEPT,4266809,,Diverticular disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//514,OMOP//OMOP_CONCEPT//4129389,,True,,OMOP_CONCEPT,4129389,,Gastrointestinal obstruction,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//540,OMOP//OMOP_CONCEPT//317510,,True,,OMOP_CONCEPT,317510,,Leukemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//543,OMOP//OMOP_CONCEPT//320073,,True,,OMOP_CONCEPT,320073,,Neutropenia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//559,OMOP//OMOP_CONCEPT//80809,,True,,OMOP_CONCEPT,80809,,Rheumatoid arthritis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//567,OMOP//OMOP_CONCEPT//4345578,,True,,OMOP_CONCEPT,4345578,,Rhabdomyolysis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//581,OMOP//OMOP_CONCEPT//440385,,True,,OMOP_CONCEPT,440385,,Obstructive hydrocephalus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//612,OMOP//OMOP_CONCEPT//439973,,True,,OMOP_CONCEPT,439973,,Nonfatal submersion,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//616,OMOP//OMOP_CONCEPT//4049965,,True,,OMOP_CONCEPT,4049965,,Fungal pneumonia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//622,OMOP//OMOP_CONCEPT//4266931,,True,,OMOP_CONCEPT,4266931,,Restrictive lung disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//624,OMOP//OMOP_CONCEPT//4031380,,True,,OMOP_CONCEPT,4031380,,Dysfunctional ventilatory weaning response,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//640,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//642,OMOP//OMOP_CONCEPT//200588,,True,,OMOP_CONCEPT,200588,,Injury of abdomen,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//645,OMOP//OMOP_CONCEPT//4094683,,True,,OMOP_CONCEPT,4094683,,Chest injury,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//654,OMOP//OMOP_CONCEPT//4096313,,True,,OMOP_CONCEPT,4096313,,Multiple injuries,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//690,OMOP//OMOP_CONCEPT//314054,,True,,OMOP_CONCEPT,314054,,Aortic valve disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//700,OMOP//OMOP_CONCEPT//42538522,,True,,OMOP_CONCEPT,42538522,,Congenital cardiovascular disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//707,OMOP//OMOP_CONCEPT//4153380,,True,,OMOP_CONCEPT,4153380,,Disorder of carotid artery,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//718,OMOP//OMOP_CONCEPT//4018853,,True,,OMOP_CONCEPT,4018853,,Decompression of cardiac tamponade,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//724,OMOP//OMOP_CONCEPT//132797,,True,,OMOP_CONCEPT,132797,,Sepsis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//725,OMOP//OMOP_CONCEPT//132797,,True,,OMOP_CONCEPT,132797,,Sepsis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//768,OMOP//OMOP_CONCEPT//4020329,,True,,OMOP_CONCEPT,4020329,,Pancreaticoduodenectomy,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//778,OMOP//OMOP_CONCEPT//197230,,True,,OMOP_CONCEPT,197230,,Malignant neoplasm of uterus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//803,OMOP//OMOP_CONCEPT//3654996,,True,,OMOP_CONCEPT,3654996,,Peripheral arterial disease,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//805,OMOP//OMOP_CONCEPT//4207050,,True,,OMOP_CONCEPT,4207050,,Cosmetic surgery,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//806,OMOP//OMOP_CONCEPT//4346395,,True,,OMOP_CONCEPT,4346395,,Operation on fracture,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//831,OMOP//OMOP_CONCEPT//4003037,,True,,OMOP_CONCEPT,4003037,,Creation of cerebrospinal fluid shunt,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//839,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//842,OMOP//OMOP_CONCEPT//25189,,True,,OMOP_CONCEPT,25189,,Malignant tumor of oral cavity,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//855,OMOP//OMOP_CONCEPT//257010,,True,,OMOP_CONCEPT,257010,,Abscess of lung,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//883,OMOP//OMOP_CONCEPT//133468,,True,,OMOP_CONCEPT,133468,,Disorder of limb,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//891,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//892,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18673//894,OMOP//OMOP_CONCEPT//375415,,True,,OMOP_CONCEPT,375415,,Injury of head,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//18682//12,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18682//15,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18682//23,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18682//32,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18682//38,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18683//56,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18693//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//18697//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19643//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19820//10,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19837//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//19841//10,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20015//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20015//6,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20094//1,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20098//15,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20104//32,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20111//53,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20115//64,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20141//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//20961//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//21191//16,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//8733//11,SNOMED//4085985,,False,,SNOMED,4085985,,4085985,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//8840//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//10104//2,LOINC//40763161,,True,,LOINC,40763161,,40763161,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10466//1,OMOP//OMOP_CONCEPT//4051382,,False,,OMOP_CONCEPT,4051382,,"Baptist, follower of religion",AMSTEL,itemid_valueid,low
MEASUREMENT_CATEGORICAL//10468//20,SNOMED//4087925,,True,,SNOMED,4087925,,4087925,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10468//21,OMOP//OMOP_CONCEPT//38003584,,True,,OMOP_CONCEPT,38003584,,Japanese,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//10468//4,SNOMED//4087925,,True,,SNOMED,4087925,,4087925,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10468//6,SNOMED//4087925,,True,,SNOMED,4087925,,4087925,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10472//1,SNOMED//44810687,,True,,SNOMED,44810687,,44810687,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10472//36,SNOMED//44810687,,True,,SNOMED,44810687,,44810687,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10472//37,SNOMED//44810687,,True,,SNOMED,44810687,,44810687,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10472//42,SNOMED//44810687,,True,,SNOMED,44810687,,44810687,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//10472//50,SNOMED//44810687,,True,,SNOMED,44810687,,44810687,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12102//2,LOINC//3003680,,True,,LOINC,3003680,,3003680,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12108//11,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12108//18,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12108//7,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12109//12,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12110//25,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//12,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//13,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//21,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12111//24,LOINC//36203284,,True,,LOINC,36203284,,36203284,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12128//19,OMOP//OMOP_CONCEPT//38004463,,False,,OMOP_CONCEPT,38004463,,Ophthalmology,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//12129//16,LOINC//3046359,,True,,LOINC,3046359,,3046359,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12129//18,LOINC//3046359,,True,,LOINC,3046359,,3046359,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12290//15,OMOP//OMOP//3004921,,True,,OMOP,3004921,,ventilator_mode,BlendedICU,label_exact,high
MEASUREMENT_CATEGORICAL//12347//1,LOINC//3004921,,True,,LOINC,3004921,,3004921,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12347//3,LOINC//3004921,,True,,LOINC,3004921,,3004921,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12502//1,LOINC//3004779,,True,,LOINC,3004779,,3004779,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12513//1,SNOMED//4122997,,True,,SNOMED,4122997,,4122997,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//12514//2,OMOP//OMOP_CONCEPT//4035566,,True,,OMOP_CONCEPT,4035566,,Text value,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//12521//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12524//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12524//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12668//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12670//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//12820//5,OMOP//OMOP_CONCEPT//37156242,,True,,OMOP_CONCEPT,37156242,,Pressure injury stage IV,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//12834//5,OMOP//OMOP_CONCEPT//37156242,,True,,OMOP_CONCEPT,37156242,,Pressure injury stage IV,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//13122//4,OMOP//OMOP_CONCEPT//201254,,True,,OMOP_CONCEPT,201254,,Type 1 diabetes mellitus,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//13128//1,OMOP//OMOP_CONCEPT//4045469,,True,,OMOP_CONCEPT,4045469,,Clipping of intracranial aneurysm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//14143//13,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14143//9,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14163//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14171//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14171//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14426//22,LOINC//3021707,,True,,LOINC,3021707,,3021707,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14427//28,LOINC//3021707,,True,,LOINC,3021707,,3021707,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14476//10,LOINC//3026549,,True,,LOINC,3026549,,3026549,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//14486//19,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14486//21,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14486//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14562//6,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14565//52,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14565//53,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14565//65,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//14565//87,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16101//5,OMOP//OMOP_CONCEPT//4039415,,True,,OMOP_CONCEPT,4039415,,Puncture of pericardium,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16177//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//13,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//14,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//16,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//2,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16182//35,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16254//3,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16273//5,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16276//7,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16277//13,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16278//24,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16282//48,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16295//4,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16296//7,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16296//8,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16296//9,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16297//12,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16299//23,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16299//24,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16299//25,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16300//29,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16301//34,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16312//10,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16317//27,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16317//29,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16317//30,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16320//12,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16320//13,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16320//14,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16321//82,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16322//17,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16322//18,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16322//20,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16324//90,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16327//38,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16328//32,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16328//34,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16328//35,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16448//13,SNOMED//4052413,,True,,SNOMED,4052413,,4052413,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16604//2,SNOMED//4206625,,True,,SNOMED,4206625,,4206625,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16606//2,LOINC//21491193,,True,,LOINC,21491193,,21491193,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16606//4,LOINC//21491193,,True,,LOINC,21491193,,21491193,AMSTEL,source_code,high
MEASUREMENT_CATEGORICAL//16652//10,OMOP//OMOP_CONCEPT//4245975,,True,,OMOP_CONCEPT,4245975,,Hepatic failure,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16654//10,OMOP//OMOP_CONCEPT//4044013,,True,,OMOP_CONCEPT,4044013,,Hematologic neoplasm,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16654//8,OMOP//OMOP_CONCEPT//4198102,,True,,OMOP_CONCEPT,4198102,,Microangiopathic hemolytic anemia,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16655//7,OMOP//OMOP_CONCEPT//441589,,True,,OMOP_CONCEPT,441589,,Endocarditis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16657//5,OMOP//OMOP_CONCEPT//4316372,,True,,OMOP_CONCEPT,4316372,,HELLP syndrome,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16658//18,OMOP//OMOP_CONCEPT//317109,,True,,OMOP_CONCEPT,317109,,Respiratory arrest,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16663//13,OMOP//OMOP_CONCEPT//44812002,,True,,OMOP_CONCEPT,44812002,,Neuromuscular disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16664//8,OMOP//OMOP_CONCEPT//432923,,True,,OMOP_CONCEPT,432923,,Subarachnoid hemorrhage,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16670//11,OMOP//OMOP_CONCEPT//4138183,,True,,OMOP_CONCEPT,4138183,,Aneurysm of ascending aorta,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16670//14,OMOP//OMOP_CONCEPT//4138183,,True,,OMOP_CONCEPT,4138183,,Aneurysm of ascending aorta,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16671//18,OMOP//OMOP_CONCEPT//314054,,True,,OMOP_CONCEPT,314054,,Aortic valve disorder,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16672//20,OMOP//OMOP_CONCEPT//4018853,,True,,OMOP_CONCEPT,4018853,,Decompression of cardiac tamponade,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16997//14,,,False,,,,,,,,unmapped
MEASUREMENT_CATEGORICAL//16998//36,OMOP//OMOP_CONCEPT//132797,,True,,OMOP_CONCEPT,132797,,Sepsis,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16998//9,OMOP//OMOP_CONCEPT//4164649,,True,,OMOP_CONCEPT,4164649,,Non-cardiac chest pain,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16999//1,OMOP//OMOP_CONCEPT//375519,,True,,OMOP_CONCEPT,375519,,Alcohol withdrawal,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//16999//24,OMOP//OMOP_CONCEPT//4027663,,True,,OMOP_CONCEPT,4027663,,Peptic ulcer,AMSTEL,itemid_valueid,high
MEASUREMENT_CATEGORICAL//17000//8,OMOP//OMOP_CONCEPT//196653,,True,,OMOP_CONCEPT,196653,,Malignant tumor of kidney,AMSTEL,itemid_valueid,high
